Borrower_ID,Age,Employment_Type,Monthly_Income,Num_Dependents,Loan_Amount,Loan_Tenure,Interest_Rate,Collateral_Value,Outstanding_Loan_Amount,Monthly_EMI,Num_Missed_Payments,Days_Past_Due,Collection_Method,Num_Recovery_Attempts,Legal_Action_Taken,Recovery_Status
BOR_00839,44,Self-employed,5024.41,2,390878.46,84,11.2,503638.92,240066.45,6734.22,2,24,SMS,4,0,Full Recovery
BOR_00840,32,Business,4416.74,3,319372.85,36,10.97,475032.41,221450.57,10451.43,3,124,Legal Notice,2,0,Partial Recovery
BOR_00841,34,Salaried,7806.74,1,295392.58,36,11.76,130285.72,111514.65,9777.7,1,46,Phone,5,0,Full Recovery
BOR_00842,41,Self-employed,5744.76,0,178806.84,36,13.47,190494.55,108351.27,6065.22,3,112,Phone,1,0,Full Recovery
BOR_00843,23,Salaried,3291.13,3,210639.87,48,14.37,36461.72,89433.21,5794.89,1,32,Legal Notice,4,0,Write-off
BOR_00844,38,Business,5561.52,2,171859.9,48,13.51,104871.31,105924.4,4654.32,2,5,Phone,5,0,Partial Recovery
BOR_00845,36,Business,7889.73,1,450241.21,36,8.95,572687.7,223219.43,14307.86,2,25,Email,1,0,Write-off
BOR_00846,39,Self-employed,5157.96,2,383639.69,36,14.15,211572.33,262828.13,13139.27,2,33,Phone,1,1,Write-off
BOR_00847,37,Self-employed,4493.23,0,266415.36,48,13.63,236215.33,179673.5,7230.82,2,28,Legal Notice,4,1,Partial Recovery
BOR_00848,59,Salaried,6747.14,0,424784.99,36,11.6,320993.09,263256.56,14027.0,5,165,Legal Notice,1,0,Partial Recovery
BOR_00849,28,Salaried,8399.91,0,589273.14,36,10.72,570962.83,471669.09,19213.13,3,166,Field Visit,4,0,Partial Recovery
BOR_00850,29,Business,10214.63,2,355310.84,84,8.64,518519.88,97906.94,5651.43,0,0,Email,3,0,Full Recovery
BOR_00851,28,Salaried,5381.27,0,335847.6,36,10.84,28077.96,123155.24,10969.68,1,49,Email,4,0,Partial Recovery
BOR_00852,29,Salaried,6882.62,2,440333.53,12,12.16,379101.75,168306.57,39155.23,1,23,Phone,5,1,Partial Recovery
BOR_00853,28,Salaried,2934.95,1,201342.38,60,9.19,260646.41,37513.71,4198.49,0,0,Field Visit,4,0,Full Recovery
BOR_00854,46,Business,9832.54,1,736171.44,48,14.17,531570.31,359917.68,20180.91,2,43,Legal Notice,3,0,Write-off
BOR_00855,49,Salaried,10342.34,3,561216.85,36,14.43,66106.17,274621.43,19299.37,4,89,Email,5,0,Write-off
BOR_00856,29,Salaried,4563.91,1,342272.47,36,9.92,287785.79,150391.0,11031.46,3,65,SMS,6,0,Write-off
BOR_00857,26,Self-employed,1880.92,1,93403.47,36,12.29,46525.28,17597.92,3115.51,0,0,Phone,4,0,Write-off
BOR_00858,39,Business,5043.73,0,219044.2,60,8.49,50908.65,145588.74,4492.87,1,21,Email,2,0,Partial Recovery
BOR_00859,29,Salaried,2820.73,4,180190.06,24,10.41,229481.37,80317.23,8349.13,3,41,SMS,1,0,Write-off
BOR_00860,41,Salaried,3430.48,0,113470.38,24,13.38,88779.14,83346.91,5414.81,3,80,Email,1,0,Write-off
BOR_00861,37,Salaried,4258.98,4,316232.81,24,11.24,442698.93,57188.97,14774.9,2,28,Email,1,0,Write-off
BOR_00862,19,Salaried,1751.09,1,93711.84,60,16.1,113299.93,36978.94,2283.99,1,57,Phone,2,0,Partial Recovery
BOR_00863,50,Salaried,6037.48,2,336009.29,48,13.93,349267.45,209534.92,9170.41,1,19,Field Visit,2,0,Partial Recovery
BOR_00864,52,Self-employed,7506.83,1,228785.31,36,14.35,1724.64,191550.18,7858.37,0,0,Field Visit,3,1,Partial Recovery
BOR_00865,28,Self-employed,1730.61,1,115977.93,36,11.71,74427.12,75762.61,3835.94,3,165,Legal Notice,5,0,Write-off
BOR_00866,31,Self-employed,7798.21,1,369545.5,36,12.59,109470.25,318424.62,12378.18,2,14,SMS,4,1,Write-off
BOR_00867,37,Salaried,6021.58,1,306607.94,48,14.03,418886.8,298301.66,8382.92,2,11,Email,2,0,Full Recovery
BOR_00868,38,Business,10091.74,1,380804.23,36,10.86,99723.48,293262.17,12441.12,3,108,Phone,4,0,Write-off
BOR_00869,41,Salaried,3684.33,1,237172.32,24,12.48,101768.29,100002.92,11217.96,1,40,Legal Notice,3,0,Partial Recovery
BOR_00870,55,Retired,3220.34,0,237901.2,36,14.38,184434.13,208396.43,8174.54,1,3,SMS,1,0,Write-off
BOR_00871,33,Self-employed,1270.17,3,101179.06,24,9.63,39970.33,30602.17,4651.7,3,63,SMS,2,1,Partial Recovery
BOR_00872,27,Salaried,6780.5,1,525617.11,84,8.68,165462.7,214533.79,8372.63,3,98,SMS,1,0,Partial Recovery
BOR_00873,21,Self-employed,3543.68,0,108967.85,24,14.97,97923.85,84395.21,5282.04,3,80,Field Visit,3,0,Write-off
BOR_00874,27,Salaried,6106.5,3,238153.48,36,13.94,31768.31,150397.22,8132.46,1,43,Phone,4,1,Write-off
BOR_00875,34,Self-employed,1061.01,1,32912.72,48,14.77,2871.69,14082.18,912.16,0,0,Phone,7,0,Partial Recovery
BOR_00876,52,Salaried,3851.83,2,281633.45,24,12.81,157255.09,53884.64,13363.89,3,107,SMS,4,0,Write-off
BOR_00877,29,Salaried,6194.46,1,394654.9,24,8.24,426620.64,192519.7,17893.05,2,10,Field Visit,2,0,Write-off
BOR_00878,37,Business,4154.96,2,209669.38,24,13.66,174488.98,124637.26,10033.47,2,54,SMS,2,0,Partial Recovery
BOR_00879,34,Salaried,5926.41,1,414956.8,36,12.25,263213.2,134192.55,13831.23,3,74,Email,3,0,Partial Recovery
BOR_00880,46,Business,3478.3,2,209439.03,60,10.98,177735.69,93576.17,4551.1,2,44,Email,3,0,Partial Recovery
BOR_00881,60,Salaried,8035.62,4,351737.76,24,11.75,192814.63,275519.16,16517.03,6,304,SMS,1,1,Write-off
BOR_00882,29,Self-employed,918.69,0,48192.19,36,12.91,67672.41,35173.07,1621.73,1,58,SMS,3,1,Full Recovery
BOR_00883,30,Self-employed,5380.75,1,354753.84,24,9.38,29216.58,67962.01,16268.54,3,105,SMS,3,0,Write-off
BOR_00884,45,Self-employed,5564.08,0,281753.28,24,12.09,284595.39,71243.0,13274.56,3,122,Phone,3,0,Write-off
BOR_00885,41,Salaried,3606.46,0,175177.01,36,11.76,234198.34,45470.38,5798.34,1,20,Legal Notice,3,0,Partial Recovery
BOR_00886,53,Salaried,7396.86,2,297182.14,24,14.16,358350.27,64524.9,14291.46,1,41,SMS,3,0,Write-off
BOR_00887,40,Salaried,5520.88,0,285353.46,36,8.25,78775.12,197707.43,8974.79,1,28,Field Visit,5,0,Write-off
BOR_00888,31,Salaried,3922.32,1,215330.52,48,11.91,95582.96,53943.96,5661.17,1,26,Phone,3,1,Partial Recovery
BOR_00889,40,Self-employed,1478.61,0,96629.68,24,12.02,103932.17,70709.33,4549.5,3,158,Email,2,0,Partial Recovery
BOR_00890,46,Unemployed,500.0,0,35268.26,84,13.36,4458.11,16138.62,648.51,2,3,Field Visit,4,0,Write-off
BOR_00891,43,Business,8048.95,3,441746.33,24,8.42,537955.39,190439.34,20063.82,2,53,Phone,3,0,Partial Recovery
BOR_00892,40,Business,2305.59,3,106691.64,24,12.97,115052.04,31208.17,5070.79,0,0,Email,1,0,Write-off
BOR_00893,45,Business,7286.03,1,413018.02,24,8.06,452011.04,254860.45,18691.87,1,51,Email,1,0,Write-off
BOR_00894,46,Self-employed,4009.66,3,282311.22,24,12.24,42448.9,184155.72,13321.5,5,106,Field Visit,4,0,Partial Recovery
BOR_00895,48,Salaried,7629.94,1,357433.02,48,10.21,384826.98,48114.64,9101.44,0,0,Phone,3,0,Full Recovery
BOR_00896,41,Unemployed,848.98,5,29159.8,24,13.88,29735.04,23252.26,1398.4,2,29,Phone,2,0,Partial Recovery
BOR_00897,33,Self-employed,3176.38,1,163269.03,48,9.85,203495.87,49202.72,4128.91,5,84,Legal Notice,5,0,Partial Recovery
BOR_00898,36,Self-employed,5829.68,3,178408.49,36,12.24,11131.61,83001.69,5946.21,1,60,SMS,7,0,Partial Recovery
BOR_00899,47,Salaried,6804.14,1,531699.43,48,11.3,18431.89,496991.66,13819.18,1,7,Phone,1,1,Partial Recovery
BOR_00900,26,Salaried,5632.31,2,330448.2,84,13.8,184889.29,31528.1,6155.91,2,35,Phone,4,0,Partial Recovery
BOR_00901,38,Salaried,5938.54,1,274057.08,24,9.84,61164.72,130891.46,12625.92,1,41,Legal Notice,2,0,Write-off
BOR_00902,31,Business,2393.28,2,132159.64,48,11.52,110693.84,63116.2,3449.37,0,0,Phone,3,0,Full Recovery
BOR_00903,35,Self-employed,5891.97,0,196731.87,48,13.64,270707.65,83949.01,5340.71,3,170,SMS,2,0,Partial Recovery
BOR_00904,47,Salaried,7469.93,2,332224.12,48,10.99,195088.51,246437.58,8584.27,0,0,Email,1,1,Full Recovery
BOR_00905,36,Retired,1186.65,1,88353.43,60,14.2,111981.4,32803.91,2065.16,1,47,Field Visit,3,0,Partial Recovery
BOR_00906,35,Salaried,4511.84,1,291353.26,60,11.47,105.27,100138.94,6403.23,2,39,Field Visit,4,1,Write-off
BOR_00907,21,Salaried,3937.11,2,179778.36,60,9.54,45442.93,166075.48,3779.24,2,7,SMS,1,0,Partial Recovery
BOR_00908,42,Salaried,4731.01,1,233837.36,60,13.07,10671.24,140622.71,5329.02,0,0,Phone,1,0,Partial Recovery
BOR_00909,41,Self-employed,4834.65,2,242653.74,24,10.49,119439.21,13503.55,11252.4,3,86,Field Visit,1,0,Write-off
BOR_00910,56,Unemployed,2058.82,0,91010.57,24,15.95,123982.28,46630.4,4453.84,2,8,Email,3,0,Write-off
BOR_00911,31,Salaried,7163.53,0,305191.56,36,10.7,44383.45,226172.9,9948.42,0,0,Legal Notice,1,0,Write-off
BOR_00912,37,Business,3063.34,2,242322.24,36,8.56,220419.86,176335.52,7656.24,3,162,Email,2,1,Write-off
BOR_00913,37,Salaried,6244.14,1,215368.43,48,12.2,145856.96,132503.6,5692.18,3,142,SMS,5,0,Partial Recovery
BOR_00914,50,Unemployed,1997.36,1,101741.42,36,8.38,143221.64,25663.13,3205.96,2,45,Phone,3,0,Full Recovery
BOR_00915,34,Business,8160.43,4,455574.73,36,9.05,83724.94,288034.0,14497.09,4,128,SMS,5,0,Write-off
BOR_00916,37,Business,10272.94,2,361525.03,24,8.71,114980.06,94344.25,16467.65,1,30,Email,3,0,Write-off
BOR_00917,41,Salaried,9024.54,1,545853.05,24,9.76,24188.36,109440.07,25127.93,2,9,Email,5,0,Partial Recovery
BOR_00918,36,Retired,2818.97,1,109033.74,84,13.98,70970.38,29841.48,2042.23,3,79,Phone,4,0,Partial Recovery
BOR_00919,30,Self-employed,4623.27,1,191980.16,36,9.47,80007.6,143182.43,6146.93,2,8,Phone,7,0,Write-off
BOR_00920,36,Salaried,7090.18,2,387079.69,12,12.7,505084.38,154428.24,34518.37,4,139,Phone,2,0,Write-off
BOR_00921,45,Business,7434.66,1,417515.15,60,9.15,378857.93,99743.06,8697.51,1,10,Email,4,0,Partial Recovery
BOR_00922,24,Salaried,4038.24,3,283506.85,60,8.89,261148.39,213838.11,5870.05,1,42,Field Visit,2,0,Partial Recovery
BOR_00923,36,Business,5945.76,0,296859.54,24,9.78,236854.15,179879.59,13668.85,5,134,Email,3,0,Write-off
BOR_00924,27,Salaried,8126.83,0,350772.6,48,10.88,48327.87,106467.05,9045.45,3,99,SMS,2,1,Write-off
BOR_00925,46,Self-employed,2344.71,4,181449.54,24,14.82,121122.65,32355.56,8782.01,2,8,Phone,1,1,Write-off
BOR_00926,19,Self-employed,6264.74,2,260186.57,60,10.37,390086.74,100114.86,5576.04,5,77,SMS,8,0,Full Recovery
BOR_00927,29,Salaried,5999.73,2,222914.32,60,10.16,279276.86,124915.18,4754.06,4,78,Email,2,0,Full Recovery
BOR_00928,38,Salaried,2201.39,1,138561.44,48,11.3,185698.46,69793.67,3601.57,4,135,Legal Notice,1,0,Write-off
BOR_00929,50,Salaried,6882.36,3,377091.11,48,8.61,465647.02,298332.71,9315.04,5,47,Field Visit,5,0,Partial Recovery
BOR_00930,34,Salaried,799.95,3,50723.86,60,10.46,7840.01,38644.59,1089.31,3,154,Email,3,1,Write-off
BOR_00931,29,Salaried,6251.02,2,231491.79,48,11.06,78978.61,160604.2,5989.88,3,144,Field Visit,1,0,Full Recovery
BOR_00932,53,Self-employed,7455.69,0,374107.59,24,11.55,1751.75,306301.33,17531.57,1,11,Phone,1,1,Write-off
BOR_00933,20,Salaried,3052.23,0,110879.19,36,13.35,50479.43,42135.61,3754.43,5,138,SMS,3,0,Partial Recovery
BOR_00934,18,Salaried,4197.68,0,180135.8,36,14.94,29346.12,68874.98,6239.54,8,274,Phone,5,0,Write-off
BOR_00935,39,Self-employed,8885.39,1,571619.77,60,10.9,405387.04,363825.53,12401.03,0,0,Email,1,0,Partial Recovery
BOR_00936,29,Salaried,3988.51,0,272786.12,12,8.86,277066.47,114682.62,23837.89,2,45,Phone,1,0,Write-off
BOR_00937,24,Unemployed,500.0,2,20076.76,36,20.46,26335.86,8364.13,750.81,0,0,SMS,4,0,Full Recovery
BOR_00938,42,Business,11444.99,0,541500.28,48,12.97,608551.96,411739.02,14517.75,0,0,Email,5,0,Full Recovery
BOR_00939,37,Self-employed,8906.47,4,528234.76,36,12.04,743690.3,485211.57,17554.89,2,11,Field Visit,5,0,Write-off
BOR_00940,29,Self-employed,4009.24,0,188888.41,12,14.95,15271.14,104685.74,17044.26,0,0,Email,6,0,Write-off
BOR_00941,22,Business,8027.51,0,291873.27,12,14.15,5332.45,164264.34,26227.02,2,9,Phone,4,1,Write-off
BOR_00942,43,Salaried,7682.95,0,346437.61,48,10.3,343668.6,130668.35,8837.06,2,14,SMS,1,0,Partial Recovery
BOR_00943,41,Salaried,3515.03,2,174249.65,24,10.4,75629.33,108243.76,8073.05,3,85,Field Visit,2,0,Partial Recovery
BOR_00944,34,Salaried,4029.39,0,203625.22,48,11.58,77428.8,76694.06,5320.41,1,48,Legal Notice,3,1,Full Recovery
BOR_00945,53,Business,12831.15,2,990285.71,12,11.52,491509.13,588414.63,87764.16,1,44,SMS,5,1,Partial Recovery
BOR_00946,24,Salaried,6696.02,1,396479.81,84,8.34,160453.04,283486.77,6247.81,0,0,Field Visit,1,0,Partial Recovery
BOR_00947,19,Self-employed,4325.76,2,253813.98,60,9.69,194714.56,117745.73,5354.6,4,169,Field Visit,4,0,Partial Recovery
BOR_00948,28,Retired,1296.15,1,95674.71,12,15.86,63166.61,80471.02,8674.29,1,4,Phone,3,0,Write-off
BOR_00949,34,Business,12961.18,2,993548.08,48,11.07,763683.6,460972.97,25714.1,1,1,Phone,3,0,Write-off
BOR_00950,37,Self-employed,2672.57,3,86174.57,84,13.76,86956.21,21672.03,1603.62,2,42,Phone,7,0,Full Recovery
BOR_00951,32,Salaried,4329.72,0,136169.13,48,11.37,79072.84,64412.76,3544.07,0,0,Email,5,0,Partial Recovery
BOR_00952,38,Business,8027.01,3,290716.48,24,8.45,109588.93,137673.78,13208.26,2,17,Email,1,0,Write-off
BOR_00953,22,Self-employed,6308.32,3,370391.02,48,11.54,92338.78,205211.82,9670.41,2,20,Legal Notice,3,0,Write-off
BOR_00954,49,Salaried,8049.54,2,570351.18,60,12.31,298984.47,486480.45,12776.49,2,33,Email,5,0,Write-off
BOR_00955,34,Salaried,5829.73,1,178610.27,48,10.93,198741.38,40804.5,4609.86,0,0,SMS,5,0,Full Recovery
BOR_00956,46,Unemployed,1477.97,1,86133.13,48,12.8,97766.05,44525.18,2302.28,4,45,SMS,6,0,Write-off
BOR_00957,38,Self-employed,4108.79,3,311671.71,24,12.7,311783.31,222769.73,14773.65,5,126,Phone,2,0,Write-off
BOR_00958,39,Business,8674.42,2,262123.4,84,8.79,92016.39,158975.65,4189.11,2,20,Phone,4,0,Partial Recovery
BOR_00959,40,Business,500.0,1,17372.11,36,15.74,15324.44,5941.79,608.49,1,38,Email,6,0,Full Recovery
BOR_00960,39,Self-employed,3258.48,2,132669.08,48,11.1,113569.31,51676.09,3435.37,1,50,SMS,1,1,Partial Recovery
BOR_00961,41,Self-employed,4603.3,0,145965.18,36,13.67,106029.0,126468.49,4965.6,2,10,Legal Notice,1,0,Partial Recovery
BOR_00962,48,Salaried,3237.57,0,208774.7,48,12.89,172232.55,95165.48,5589.18,1,56,Email,1,0,Partial Recovery
BOR_00963,36,Salaried,5772.65,3,262936.27,12,9.91,193964.39,105156.75,23104.94,2,32,Field Visit,3,0,Write-off
BOR_00964,42,Salaried,4591.06,1,328670.44,120,11.46,278773.19,178677.22,4612.86,3,168,Email,4,0,Full Recovery
BOR_00965,34,Business,12266.43,2,373942.25,24,10.25,401336.86,206437.19,17299.51,2,12,SMS,2,0,Full Recovery
BOR_00966,49,Self-employed,9519.06,1,560951.18,12,14.6,92244.1,58344.14,50525.61,2,36,SMS,2,0,Partial Recovery
BOR_00967,28,Business,5602.58,1,270348.08,84,13.46,303989.83,118243.95,4986.56,1,24,Phone,3,1,Full Recovery
BOR_00968,53,Salaried,5637.99,1,382097.05,48,12.39,77882.55,39231.73,10134.93,5,146,Phone,5,0,Write-off
BOR_00969,34,Self-employed,3815.13,4,236157.23,48,11.88,23602.03,47177.57,6204.57,0,0,Phone,5,0,Write-off
BOR_00970,20,Self-employed,2296.68,0,182174.35,48,13.44,266725.02,71535.25,4927.03,3,121,Email,2,1,Write-off
BOR_00971,36,Self-employed,4487.56,1,330388.44,24,8.59,474268.53,230520.63,15031.13,0,0,SMS,5,1,Write-off
BOR_00972,28,Self-employed,2104.29,3,113936.46,36,13.8,10328.89,57188.31,3883.26,2,30,Phone,1,0,Partial Recovery
BOR_00973,43,Salaried,2738.77,0,142934.12,48,11.69,95034.06,32370.47,3742.25,3,167,SMS,1,0,Write-off
BOR_00974,28,Self-employed,5556.78,1,177317.56,48,13.8,49536.75,132856.53,4827.37,2,23,Phone,4,0,Partial Recovery
BOR_00975,30,Salaried,6259.06,1,237062.04,48,12.16,172585.28,72602.22,6260.84,2,13,Field Visit,3,0,Partial Recovery
BOR_00976,18,Salaried,2713.09,0,103665.31,24,14.86,129090.87,61028.5,5019.51,2,36,Field Visit,4,0,Write-off
BOR_00977,30,Salaried,6790.71,3,337402.98,24,9.2,481108.87,103766.31,15445.04,3,124,Field Visit,4,1,Write-off
BOR_00978,18,Self-employed,1936.84,0,122757.37,48,12.5,116788.78,68655.62,3263.19,2,26,Email,5,0,Write-off
BOR_00979,19,Retired,1762.03,2,60614.22,60,13.11,32177.57,49973.85,1382.7,0,0,Phone,1,0,Partial Recovery
BOR_00980,42,Self-employed,6050.86,0,276333.52,36,10.73,250078.62,144419.29,9011.57,1,29,Field Visit,6,0,Full Recovery
BOR_00981,42,Self-employed,3915.97,2,286566.08,84,10.12,134113.49,91984.23,4775.74,4,174,Phone,3,1,Write-off
BOR_00982,39,Self-employed,5136.85,1,376001.1,60,14.52,513142.03,144040.26,8849.73,2,44,Phone,4,0,Partial Recovery
BOR_00983,25,Self-employed,2708.93,3,114553.75,48,9.92,149561.45,53894.29,2901.08,2,7,Phone,1,0,Full Recovery
BOR_00984,34,Salaried,4607.07,3,328044.92,12,11.95,274687.64,157942.08,29139.29,1,13,SMS,1,0,Partial Recovery
BOR_00985,34,Salaried,4588.28,2,215466.47,36,12.51,104974.91,33245.66,7209.62,1,59,SMS,3,0,Write-off
BOR_00986,23,Salaried,2805.47,3,203605.14,48,13.97,89603.47,57486.64,5560.97,2,44,SMS,6,0,Write-off
BOR_00987,50,Salaried,5575.74,2,241038.52,36,11.15,12082.54,190978.02,7908.85,1,55,Email,6,0,Write-off
BOR_00988,43,Salaried,1902.76,1,58190.78,48,15.29,71209.87,32815.8,1628.12,1,18,Phone,2,0,Full Recovery
BOR_00989,32,Salaried,4017.69,0,239437.28,48,12.0,161757.8,18844.59,6305.23,3,141,Legal Notice,7,0,Write-off
BOR_00990,35,Salaried,4430.25,2,147693.48,24,12.18,72030.02,41196.4,6964.54,3,137,Email,1,0,Partial Recovery
BOR_00991,37,Retired,1795.06,0,78531.84,12,13.44,55495.75,43507.67,7030.35,1,18,Email,2,0,Partial Recovery
BOR_00992,18,Salaried,3613.6,1,208563.24,36,13.04,256137.98,57252.39,7031.64,3,113,SMS,4,1,Write-off
BOR_00993,32,Salaried,4876.47,0,303260.6,36,13.28,56685.87,186926.8,10259.6,3,124,Phone,3,0,Partial Recovery
BOR_00994,28,Salaried,5958.88,0,372041.39,48,11.87,478625.28,229970.88,9774.28,2,29,Phone,7,0,Partial Recovery
BOR_00995,24,Self-employed,4949.03,4,151289.42,48,10.63,203675.38,7369.93,3883.19,1,50,Email,2,0,Partial Recovery
BOR_00996,32,Salaried,3700.47,2,285419.01,60,12.11,405312.66,122519.69,6365.42,3,155,Phone,1,0,Write-off
BOR_00997,52,Salaried,3112.32,0,132613.06,24,10.38,79068.15,28698.4,6142.87,2,51,Phone,1,0,Partial Recovery
BOR_00998,41,Self-employed,1394.89,3,75084.64,24,14.12,24455.86,17899.92,3609.27,2,48,Field Visit,6,0,Write-off
BOR_00999,29,Salaried,4025.59,0,154053.54,84,8.76,86341.03,146776.39,2459.5,2,29,Email,1,0,Partial Recovery
BOR_01000,40,Salaried,4296.16,1,329073.65,84,11.68,164328.9,102485.37,5752.45,3,87,Email,1,0,Write-off
